GeoFIPS,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
" ""36049""",42293,(D),56777,74576,68821,76135,98326,68236,48903,72200,91910,81557,109074,142241,108996,122648,122681,130412,115495,89682,121944,196348,202231
" ""36051""",(D),(D),(D),(D),(D),20639,69336,(D),(D),(D),(D),(D),(D),(D),(D),(D),91460,82982,101940,(D),125054,166634,129838
" ""36053""",77009,47209,49565,59128,49659,32030,49300,40122,14756,40718,59733,51700,77073,87937,48188,36460,66173,63771,84323,54633,79436,161362,132600
" ""36055""",(D),(D),(D),51000,40651,(D),(D),(D),(D),(D),(D),41902,35179,5859,4610,13476,17825,12951,29146,31516,47894,47686,29101
" ""36057""",(D),26834,34993,(D),(D),26586,(D),25720,(D),(D),(D),(D),52960,(D),(D),(D),(D),(D),(D),45561,59942,78666,88281
" ""36059""",13196,25261,14961,12942,16831,28690,16233,29608,46059,26171,17624,22305,17880,13547,20825,20695,12076,(D),(D),(D),67905,76239,97958
" ""36061""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),40220,37953,42832
" ""36063""",47993,13346,29880,26824,15392,6734,59755,70857,51173,68825,77417,79901,88042,58238,30604,18666,45473,14710,42993,46930,62977,47961,28522
" ""36065""",89791,79202,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),75555,77731,49211,47018,57632,56051,60641,57033,77950,101720,98052
" ""36067""",21806,8474,30771,(D),(D),(D),106395,87684,35720,58875,70810,57556,76512,95087,80607,43987,78042,(D),(D),75621,96939,179617,128217
" ""36069""",48635,(D),24752,36355,(D),(D),94335,80005,11057,61546,80223,67968,88321,90548,(D),18693,61203,28737,77298,68514,107679,127876,27696
" ""36071""",91290,6454,33049,36936,49802,58887,21338,66729,90244,83122,76200,86100,55819,33368,38008,27480,30646,33215,53114,53134,69846,88006,50917
" ""36073""",91456,72594,88951,61736,45419,77377,87025,96265,78776,84818,68813,65437,60998,18692,22374,62588,78557,70393,65070,91336,118721,66211,49999
" ""36075""",68584,53499,45333,37915,34585,43515,34104,29642,23193,26705,22596,20053,20005,19138,14616,12248,19511,11351,23693,17959,26465,37131,22302
" ""36077""",(D),(D),(D),(D),43719,43563,14482,14707,9160,27471,36531,44056,56412,49816,34104,40733,38165,44662,38804,31348,47438,63574,70428
" ""36079""",(D),(D),(D),(D),(D),(D),(D),(D),2993,(D),(D),(D),(D),(D),(D),(D),3154,4946,2058,2769,2926,5431,6643
" ""36081""",1055,855,(D),1581,1840,1906,796,290,(D),(D),(D),(D),(D),1093,1463,1058,627,(D),256,858,1165,964,3289
" ""36083""",(D),(D),(D),(D),(D),(D),5794,(D),(D),(D),23496,26046,28843,23565,15596,12844,(D),20309,27809,20224,29994,57528,55397
" ""36085""",233,(D),(D),31,(D),59,(D),16,(D),(D),(D),(D),2,74,43,(D),(D),(D),(D),(D),198,226,124
" ""36087""",(D),(D),2575,3657,4708,6747,5555,5868,5357,3146,1701,2459,1539,1601,2169,3115,1886,2815,1460,1443,1601,1574,5115
" ""36089""",12086,30583,12144,53955,67034,40661,84987,67836,35062,81866,125751,98608,145871,177310,121817,136948,130146,137888,130827,109316,152117,234907,226917
" ""36091""",14465,18321,16379,17614,6561,14565,13338,23981,9832,27925,40900,36115,44959,50185,37761,14163,37534,21290,51148,36099,41694,100184,40135
" ""36093""",(D),(D),(D),(D),(D),(D),(D),(D),(D),1472,1462,1020,(D),(D),(D),(D),(D),(D),522,122,155,1014,6549
" ""36095""",26284,20426,24218,22200,19081,15721,(D),9775,1629,(D),(D),(D),30954,30284,22445,20017,32635,33857,36740,22088,36958,75433,72740
" ""36097""",(D),4666,5618,(D),6660,4061,19953,19851,10750,20928,28111,25201,31993,35752,27386,36708,31503,28046,29485,24891,34892,50172,41413
" ""36099""",(D),(D),(D),3438,4522,16744,2725,19531,14671,22743,39768,46414,61760,56653,46107,23733,56805,45833,52607,39272,63328,118499,122449
" ""36101""",46793,55045,48494,55643,52187,32793,74117,71847,45680,78083,91937,93202,116345,109118,89833,72587,76935,75376,83149,80353,121376,181544,138029
" ""36103""",(D),(D),32276,57632,140195,(D),(D),(D),(D),(D),(D),248635,153411,99493,181116,126909,106915,(D),(D),(D),239384,230856,147055
" ""36105""",5431,(D),35186,34307,21443,19415,(D),11201,5990,5315,9817,10862,8159,2503,3522,28108,10940,29780,2318,2378,2147,2335,51073
" ""36107""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),15208,25272,24766,11992,10122,16997,13383,22065,15711,25592,37956,18794
" ""36109""",52622,22074,32817,42677,39021,30295,50671,52837,33115,46416,55681,48255,56961,62674,41496,35144,(D),40503,57185,48666,59993,89397,55782
" ""36111""",(D),(D),(D),(D),(D),(D),(D),(D),44318,45772,(D),(D),(D),(D),(D),(D),(D),(D),26424,(D),41025,51733,19203
" ""36113""",(D),(D),(D),16425,15230,18203,7957,5975,6200,8218,5806,6047,(D),(D),(D),(D),(D),(D),(D),(D),5462,5804,11719
" ""36115""",38495,8236,14391,43932,42820,9719,21859,17871,11197,40019,72025,68286,87240,103167,48819,32182,46076,(D),(D),54149,74408,114861,31448
" ""36117""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),66648,(D),(D),(D),(D),(D),(D),86831,38859,92404
" ""36119""",9723,17513,12049,10234,11056,14901,17293,18726,22960,26585,22948,33814,35662,18459,17366,23878,17753,25119,20816,18965,19029,35305,25213
" ""36121""",18415,42277,85064,145056,143192,109551,106644,81270,13082,100592,147939,132584,166131,213635,123701,106279,146457,145534,172168,148476,196030,307907,205925
" ""36123""",(D),55384,44243,45544,31730,31838,57494,56968,36990,61320,75513,75570,78266,82332,59804,49867,(D),25470,44997,36652,59796,90570,57095
" ""37000""",4123609,2585577,2897937,4232024,4127592,3995063,3917512,3893974,3885159,4112614,3805549,4595817,5249670,5588209,5022160,4420358,5078325,4098472,3823300,3131908,5403809,8040702,6157768
" ""37001""",19883,6585,17634,16636,15803,16207,16995,7007,3695,3993,2776,7843,9753,(D),8761,(D),4356,6735,4479,4958,6787,7000,8528
" ""37003""",34028,24127,35278,39827,45025,(D),(D),5249,30247,31879,4774,17377,38196,63984,88312,61770,65307,60092,40820,(D),67120,150812,108590
" ""37005""",34864,44160,44708,40439,30786,18789,(D),(D),27658,25450,25048,21607,4980,8177,8380,4827,5572,5558,5421,9165,5581,5783,6505
" ""37007""",72509,33628,29791,50394,35891,58364,58489,28412,29626,46697,34332,53080,66404,99031,145384,127354,141517,165496,114151,78555,160446,324779,244353
" ""37009""",40481,38183,37892,36127,17236,28249,28208,19351,41662,43390,42273,52566,26692,11315,8906,9541,9627,(D),10531,10872,11460,12521,13858
" ""37011""",50574,61293,42915,36839,33854,10864,20705,(D),21187,21382,19591,23600,11835,5121,2908,2687,3154,6367,3525,3612,3168,3255,3561
" ""37013""",55750,15951,42514,61915,77364,66559,84632,96508,80045,61754,(D),(D),(D),(D),36662,(D),(D),(D),(D),(D),105937,95277,110475
" ""37015""",51433,31981,43077,38881,(D),28278,51318,58073,64677,55058,25768,54547,65470,76931,85366,79518,111962,98690,97672,62293,130411,201686,141734
" ""37017""",87546,15233,75238,(D),98427,73486,99131,150572,142324,177364,184120,155233,223954,239783,196225,195109,240266,212441,170812,156670,240295,346238,251401
" ""37019""",19907,(D),(D),17143,(D),(D),(D),(D),(D),(D),(D),(D),(D),28523,15819,13732,15355,9148,9616,6783,12469,11626,6109
" ""37021""",24775,3237,23955,45515,45419,71760,27019,40851,(D),(D),40262,25583,26072,33721,37113,33036,36367,37287,38740,50577,36896,27147,58056
" ""37023""",39096,45696,32590,29027,28455,27472,23172,5685,9086,9713,2429,9461,11171,15096,28860,21558,19632,16245,9105,7634,22249,46341,33886
" ""37025""",21489,11717,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),30800,(D),(D),23063,27257,27080,39459,44173
" ""37027""",28452,25273,24352,29909,28290,35993,12499,11747,(D),11913,10040,11058,11922,18785,23130,26468,24516,30169,22321,22081,28126,45758,42897
" ""37029""",9516,8730,12417,7295,16894,8650,12768,14323,15412,8659,20371,26074,24983,13502,7891,7329,7038,9310,6598,6264,22042,6294,15036
" ""37031""",7533,5708,7756,3694,3413,4572,5924,62462,64671,82100,117663,15108,12373,1089,1993,(D),3262,4720,3045,2214,2015,772,1047
" ""37033""",13645,13328,15865,18717,6974,10923,13848,28753,26811,22138,9916,23552,28853,(D),(D),21326,19501,12848,11091,14747,15347,13016,21359
" ""37035""",(D),(D),9926,12830,22424,21335,9693,5075,(D),20068,(D),(D),(D),(D),(D),(D),21772,(D),(D),(D),28647,45727,42362
" ""37037""",88321,42095,59663,73177,56980,61404,65224,7492,15296,33046,6048,20192,32194,(D),80884,44191,42022,(D),(D),(D),27331,97546,50388
" ""37039""",7598,1306,1293,(D),13401,(D),(D),10397,10660,(D),(D),6486,(D),(D),12597,12554,11855,8915,6115,11526,13597,13314,20174
" ""37041""",48524,46589,43553,44667,51889,42889,27866,9103,19750,5223,25747,26048,20636,9459,8406,7028,12781,7430,15947,8261,20528,14795,14178
" ""37043""",1157,712,(D),1362,(D),632,334,77,(D),(D),317,403,(D),399,(D),(D),(D),(D),(D),(D),75,59,96
" ""37045""",24114,8370,1027,33172,38122,19327,24591,4175,7019,12285,2410,8245,17241,37902,(D),(D),47371,45990,29134,23234,57582,115389,87434
" ""37047""",80453,28671,33968,46131,74771,60755,(D),(D),(D),67837,73778,83153,105841,(D),(D),(D),(D),(D),74300,82527,93289,120073,96274
" ""37049""",57279,32571,41254,64099,70070,61125,27903,55647,44494,39183,33965,47961,42149,34565,22135,(D),36808,18187,37973,34791,54899,45883,54534
" ""37051""",33589,3814,3128,39536,23769,59347,27345,42611,31168,29304,36350,51731,58210,56936,38205,44997,50860,41671,40382,36050,47336,65862,59296
" ""37053""",(D),1229,4271,6466,11410,12125,6132,11269,2265,2239,9686,11155,9041,2147,1984,1601,1067,2981,1075,1034,6686,974,1125
" ""37055""",11838,11271,10204,8307,7495,6405,5416,4439,6221,9989,10305,14162,16212,15152,15841,13578,10613,8065,9059,(D),9963,8413,10347
" ""37057""",8336,2111,4574,6057,9364,10837,13534,10563,5950,14245,14242,22542,19420,21329,19644,17851,13845,(D),(D),(D),16054,22140,22127
" ""37059""",6529,2058,2051,8573,11256,11469,5233,13690,570,440,(D),5126,7393,6069,3689,1878,5681,(D),(D),(D),10355,10746,16754
" ""37061""",211263,120043,125905,206791,195693,205173,330872,425912,372281,471234,(D),415198,547114,613934,465804,390424,474839,398342,333953,203436,464638,821418,446472
" ""37063""",(D),(D),(D),(D),(D),35952,46976,50997,(D),(D),44002,47604,(D),(D),(D),(D),(D),47007,36946,36411,30887,26604,18347
" ""37065""",75013,20108,39908,56693,63562,48743,10328,32309,47574,43772,49503,50828,51798,52660,41853,56656,83212,59575,70704,69231,96639,107383,96604
" ""37067""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),11857,(D),(D),(D),(D),(D),8032,3976,8464
" ""37069""",41930,(D),(D),(D),12897,17262,(D),(D),41397,(D),(D),43442,37521,45580,37426,35073,(D),(D),(D),(D),26758,16354,29681
" ""37071""",12775,8520,5713,11352,14881,12775,4922,863,735,1893,380,394,3648,7359,9965,9696,12398,11807,10013,12551,12337,18713,21739
" ""37073""",(D),17890,33606,28873,30456,29334,(D),9134,(D),(D),14454,(D),18874,21728,19872,22287,34265,31713,36778,26360,45693,62066,45754
" ""37075""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2450,2466,1639,1326,1621,(D),1431,1623,7177
" ""37077""",21626,14984,19114,28473,14974,19167,9349,29702,25835,20935,(D),22431,20587,25942,18324,20505,21107,9762,12206,20047,12533,6779,15284
" ""37079""",(D),(D),27110,43224,31350,31851,40499,49862,60729,75649,102814,108009,140797,132184,94804,86327,65317,26518,41962,14304,62327,91787,31856
" ""37081""",51158,34802,34709,46071,39172,45648,25665,36439,32373,30486,30448,39666,28193,26849,19364,6522,4360,6322,3904,4416,4372,4458,5722
" ""37083""",57308,38090,(D),(D),(D),66314,(D),27837,(D),(D),(D),40542,38299,20649,19327,23987,54319,20826,44030,18694,45693,55612,27656
" ""37085""",62586,34358,12979,67982,98329,105918,49269,86477,68051,50250,(D),38573,58240,73460,(D),57640,(D),(D),(D),(D),75020,104163,87415
" ""37087""",(D),8225,(D),9094,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),6037,3693,6839
" ""37089""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),61326,57027,71202,64206,43628,71968
" ""37091""",51651,66845,54962,83801,62635,42544,51908,24661,23710,21971,6529,36954,32988,31454,34117,26086,39399,9929,20260,8662,36381,66253,28456
" ""37093""",23696,1313,1240,31572,23867,23937,7425,21118,15341,29056,34704,32649,41494,35386,24625,22992,32023,27938,29778,21115,39238,58885,42276
" ""37095""",17073,14108,24848,24582,32673,27210,50094,3584,4146,5364,4680,50009,43045,6916,5555,5964,5467,18598,15676,16271,6196,21989,6359
" ""37097""",72730,76959,111908,87743,62768,54505,56976,29682,3990,12188,39457,44098,44927,66913,52206,32651,40043,15236,26041,39000,36400,49591,52495
" ""37099""",12713,7844,10298,16461,15068,14796,(D),(D),13488,11237,8968,6154,2244,2521,2730,2551,2168,3622,2599,2710,2735,2834,2992
" ""37101""",121157,40922,38474,85889,80797,80905,71655,89392,100387,80353,(D),(D),(D),(D),75879,(D),81948,(D),(D),(D),73357,56293,49072
" ""37103""",49558,13464,4054,41074,49037,37039,40758,15086,21970,43458,54280,63665,70155,69573,34884,32338,52572,17324,46358,6628,64740,108409,46436
" ""37105""",19387,15147,10768,16815,21761,17810,20665,14827,8044,5638,3229,10681,15633,19319,20013,17061,20705,13519,9432,5548,15356,25694,24675
" ""37107""",28814,17337,11578,5356,16462,7974,47383,71413,67214,68384,109319,137431,130848,135214,101334,80355,89093,29335,38049,11128,89493,140403,65210
" ""37109""",9165,10475,9764,14303,12784,12769,12723,6911,2199,3460,5320,6515,13314,17773,19997,11649,13760,(D),4963,9286,15051,25133,17269
" ""37111""",35702,39725,31509,24697,22259,26127,19035,16176,18351,15077,8596,10864,6599,9236,14536,13418,12457,14007,12996,16701,14054,14752,20555
" ""37113""",(D),(D),(D),3233,3273,2891,1418,8321,8812,6720,7132,5569,5209,7169,9656,(D),8460,(D),5614,10064,8476,8749,14928
" ""37115""",(D),6824,6737,9304,12024,5372,3754,3299,(D),(D),5112,5237,4665,2487,1490,1677,1615,2829,1133,1217,1383,2268,2606
" ""37117""",24305,12230,33280,37464,48710,41731,36478,(D),(D),32551,21536,53194,26427,13575,13013,13627,15841,20906,20500,19711,29897,20140,21939
" ""37119""",96086,97251,66169,28956,(D),(D),(D),(D),(D),(D),(D),132784,87844,84518,119258,126257,131498,176866,158579,175809,154486,147496,194483
" ""37121""",6689,5804,4835,4713,5855,1505,4182,1009,(D),(D),(D),(D),(D),(D),(D),1245,(D),1705,(D),(D),728,940,1042
" ""37123""",48980,47365,39900,38110,42620,(D),38055,6471,9897,14835,6000,13367,31920,50114,72542,53870,56709,(D),36137,24906,57481,127965,88972
" ""37125""",68348,39516,19241,49438,78364,36140,56221,25417,33486,50557,35024,61454,77608,92746,80613,71735,69644,68402,47940,38401,64244,124430,98417
" ""37127""",(D),(D),(D),(D),63122,62088,66963,81044,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),67390,50688,56842
" ""37129""",6462,2415,3144,3062,3657,6193,1800,(D),(D),(D),(D),6208,13500,18408,25231,32019,35529,53340,45525,44692,42082,45224,59357
" ""37131""",69876,33841,83076,87973,86832,79719,64727,22074,33447,10407,38201,47621,33896,12072,8513,8471,34667,16376,47816,7260,49577,70039,31216
" ""37133""",47089,22327,12921,(D),36819,15744,43349,70390,60773,88634,86813,105623,115479,118866,98684,94162,103788,115776,92686,81780,107232,163004,131899
" ""37135""",37256,30643,29195,34481,27590,31852,17671,32180,24172,75557,45833,72663,74274,61454,(D),44849,27536,18571,41774,40711,19507,6613,28897
" ""37137""",19627,15695,19656,17657,24510,19283,21088,18809,14468,17171,26209,27788,26473,18162,6535,8219,6738,6692,9760,9813,20024,9681,24886
" ""37139""",22744,17144,29156,28348,42186,45747,38390,13485,7502,5791,(D),30950,27658,(D),6550,(D),10872,9536,9098,11450,30243,13184,23268
" ""37141""",41835,14969,3087,32282,37299,15066,35850,64662,68068,79292,61645,62297,78236,87862,74174,74681,89194,81495,73322,72752,93786,127700,100464
" ""37143""",25622,10434,25261,24201,37665,44322,31019,23756,19699,(D),26538,31719,15369,10186,5637,(D),15485,6310,13214,11638,37247,41316,35897
" ""37145""",(D),(D),1570,(D),(D),10167,(D),(D),(D),(D),(D),(D),(D),21419,12186,9677,10949,5003,3801,5588,7332,6130,6300
" ""37147""",28612,11701,24155,37910,25601,30687,50143,70068,74099,66623,73656,98242,88101,88135,53309,56216,69485,21175,39806,16902,80843,101898,67662
" ""37149""",5120,2836,9121,13660,(D),16361,20913,34217,18873,15369,(D),8374,10491,12469,(D),(D),(D),(D),(D),(D),9980,8574,15882
" ""37151""",92061,61073,75295,89991,75547,87906,81292,14875,42909,57180,6192,41806,74653,108515,128120,102018,106993,82498,63377,57128,103841,204637,156102
" ""37153""",42357,36509,11569,55207,53551,47111,40767,5610,20873,37360,15251,30386,51336,74916,91081,76994,93094,104175,75814,58859,98521,185033,133558
" ""37155""",(D),(D),25196,82836,81151,76471,69879,(D),(D),(D),(D),(D),156583,131926,109807,101494,135888,93082,111757,90510,170750,302004,211925
" ""37157""",24472,14136,15970,26215,15941,20891,7417,34905,26671,20940,15291,25783,26462,33900,29232,30706,34538,23616,19431,19488,14173,6576,24727
" ""37159""",(D),29574,18531,25554,30152,30124,12832,2768,2583,2302,17275,22798,28255,(D),(D),40132,50169,45338,45024,59856,52204,47099,73165
" ""37161""",6195,4748,(D),4388,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),26944,50021,44362
" ""37163""",266852,199248,272617,399544,362038,307768,319635,337835,348488,416158,402146,401183,(D),546947,401851,302766,364834,221676,225833,142449,358739,619061,291689
" ""37165""",25539,2973,2191,58764,64974,58367,38085,36916,58882,49284,12151,(D),(D),(D),(D),(D),(D),51460,41165,28150,51763,107040,75145
" ""37167""",32542,11525,16596,23258,39511,31917,27080,1841,2364,12007,21825,24637,49713,39774,36024,28136,36669,31691,34476,26777,46696,73845,63603
" ""37169""",18264,10284,14461,23782,5029,6250,(D),(D),(D),10461,(D),7353,(D),(D),(D),(D),(D),14744,11019,14259,13800,21588,26420
" ""37171""",54413,45586,30437,45895,45223,39104,44592,27659,23426,27212,13015,22109,29924,64617,85540,76141,73582,44311,31395,16661,69671,141732,106808
" ""37173""",(D),(D),(D),(D),3178,3381,(D),1039,1044,884,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),3220,3506,7244
" ""37175""",21114,18732,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),8317,6146,(D),(D),(D),(D),2282,2447,3484,3196,5844
" ""37177""",13102,6841,5539,15876,14110,16813,17633,8786,3620,3883,17468,29444,39972,31406,12788,24968,30696,17225,25828,31906,41532,34839,42700
" ""37179""",(D),46192,71537,128647,136433,166204,166445,47731,76484,80864,43450,106767,144171,164868,199326,148533,160693,153151,116730,84009,223942,407154,309595
" ""37181""",17799,13219,(D),(D),(D),44500,(D),(D),69555,38161,27422,19025,13514,16921,12751,(D),7965,8606,(D),5947,6684,6847,8074
" ""37183""",78355,85037,80787,87143,(D),68788,71501,96090,100399,84078,69793,84193,87110,101318,103202,129988,141345,152168,138280,158412,123914,126268,175205
" ""37185""",26038,6016,11723,33484,22546,23782,19935,29681,19856,13777,19169,22519,20048,24996,10208,6106,6334,9454,(D),6826,7204,7376,7865
" ""37187""",26892,9021,21332,38411,29312,25031,35520,44068,33157,25669,15658,37042,30215,10406,(D),13228,13103,(D),(D),(D),27396,14906,15836
" ""37189""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2582,2983,3410
" ""37191""",61458,38319,9259,35239,63075,32583,107727,202022,156559,188109,184499,225231,264181,277071,210090,164798,194333,148815,135666,61191,221075,357576,210056
" ""37193""",119159,94937,56884,132062,135526,145308,133952,7695,13878,43726,6845,27526,60223,101044,158534,110333,120303,114728,65020,36318,121543,284597,193318
" ""37195""",82356,54465,(D),(D),(D),(D),62450,84067,99594,(D),69793,(D),(D),(D),(D),(D),(D),(D),(D),(D),57821,38447,41210
" ""37197""",28546,19653,24831,46781,43914,45255,45705,38165,42398,32212,14795,27091,(D),(D),57179,45386,40904,10585,16282,1461,31899,76010,52826
" ""37199""",9733,4639,4642,8824,13493,10592,4854,3727,6808,8085,10904,14629,13205,10846,9667,8018,6233,(D),5929,(D),9097,5148,8689
" ""38000""",939777,1184720,1834407,1618396,1471847,1567706,2551068,3246923,2576557,2744445,3028710,4956886,3558881,2961823,2604929,2789320,2950704,3189016,2597434,3077920,4319522,6995675,5970773
" ""38001""",12478,568,21269,20741,20787,25974,30593,(D),23447,22525,22658,52849,28022,21055,35783,12137,5748,6044,6623,2630,2739,7086,1815
" ""38003""",22794,(D),(D),43725,40302,24797,72612,104022,(D),112685,108995,176537,39310,21376,39548,(D),92216,(D),(D),127601,163580,251305,288354
" ""38005""",1337,(D),45759,(D),(D),18580,61190,(D),(D),(D),(D),(D),(D),(D),(D),33091,57420,88624,(D),(D),106322,185617,154403
" ""38007""",1331,552,2935,(D),11177,(D),(D),(D),(D),2393,(D),(D),(D),1314,9290,(D),23401,9997,7391,7220,16671,11352,16911
" ""38009""",16284,22654,57523,1091,17565,7137,83218,131818,120273,53629,43177,159221,168261,174712,61399,27215,52818,148777,78983,91364,88801,223851,168442
" ""38011""",16853,3728,19548,23915,26987,24940,26643,29773,37307,35883,44914,49572,61110,83404,57629,41699,53153,19675,13808,19881,39896,30466,16400
" ""38013""",335,1197,14521,4380,19093,12633,22959,58331,72260,44795,45392,55063,86163,49510,52342,56429,28224,51154,42942,44189,22216,105811,67212
" ""38015""",21722,14358,29641,30012,(D),6889,25336,27731,2236,16667,32578,74875,40800,73418,94169,52531,79030,75478,60304,62872,119260,110223,87769
" ""38017""",83820,154007,112479,156704,107145,176689,141826,138181,56352,122232,124536,219962,5902,52795,120580,68023,95690,90802,160115,140723,228620,302311,373084
" ""38019""",15610,(D),78009,35314,10680,2108,79405,181261,(D),(D),144471,162768,250058,125650,135530,289268,113504,260741,(D),(D),150552,351303,274668
" ""38021""",21068,30982,28185,57148,45944,74953,85186,82226,51795,97109,149555,144500,93357,111105,108819,95602,105215,76786,144151,84353,112694,210846,262921
" ""38023""",(D),(D),(D),(D),24826,(D),(D),72580,(D),(D),35869,54498,67713,56826,18673,15199,27883,925,4199,26962,20503,47207,12586
" ""38025""",12702,1277,(D),(D),(D),(D),(D),(D),39487,39408,37746,52244,44929,39679,10039,12900,5696,4223,3942,7741,15040,17321,3005
" ""38027""",(D),(D),(D),7098,(D),(D),(D),36020,9627,13296,(D),49303,45123,45660,72533,(D),(D),(D),(D),(D),64769,105414,102368
" ""38029""",(D),(D),19561,9029,35604,2608,63231,59863,19584,(D),(D),86196,55548,119215,(D),86639,59217,35130,29266,56551,98278,159518,66813
" ""38031""",7394,13192,30589,18024,(D),3104,34533,39005,17651,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),50888,103862,86923
" ""38033""",(D),534,(D),(D),6821,(D),8145,4853,2279,14457,12204,15627,23250,15220,26797,6305,8830,4523,4751,1297,16841,14008,1004
" ""38035""",43303,82310,83861,50752,34567,88046,112336,94515,78492,102370,65487,167562,94997,86554,18057,102650,151631,129717,93613,158091,147854,262837,250920
" ""38037""",(D),(D),18323,14331,(D),(D),(D),28884,(D),(D),(D),75861,68924,79179,74120,66645,88884,38613,25272,40525,45108,53849,20518
" ""38039""",(D),(D),(D),11447,(D),(D),(D),35308,22607,27927,28406,61472,77312,74974,37702,101262,60112,61356,50394,51180,68303,115822,111898
" ""38041""",34402,(D),(D),(D),(D),(D),(D),52040,(D),48878,47686,74354,6126,6084,(D),21621,70933,5394,(D),(D),13138,40216,4060
" ""38043""",14712,7531,21547,32823,35773,26695,23393,10165,9899,30722,45598,55201,42381,47654,52522,22530,51722,41805,34997,47473,68961,85287,80216
" ""38045""",31099,35821,33327,70772,59800,64438,85945,84761,70174,(D),(D),152888,85911,112234,2019,25924,61031,77658,134035,100887,119017,196379,224388
" ""38047""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),129952,(D),(D),(D),(D),(D),30348,52319,82507,72643
" ""38049""",(D),3781,(D),22121,(D),(D),55019,(D),(D),49578,(D),94616,130577,91398,97152,32253,32379,86298,37154,55089,109416,115851,104713
" ""38051""",(D),(D),(D),(D),(D),(D),(D),(D),28885,25797,56931,62678,56017,89753,53879,28549,43855,28696,33097,37683,72256,82703,47010
" ""38053""",12378,9742,20118,20590,16579,27768,19400,22908,24341,67213,33551,42741,51899,22437,(D),10075,3337,3569,(D),4251,21472,31960,21053
" ""38055""",(D),(D),(D),(D),(D),(D),(D),90829,(D),(D),65877,161725,120801,75735,8653,78733,28551,94598,39008,49123,199435,184461,98434
" ""38057""",(D),(D),9083,6471,10610,7955,8951,11294,(D),(D),(D),(D),(D),12154,5503,1836,11525,10770,4409,11546,37414,29865,25639
" ""38059""",25165,2811,17774,33123,37332,24338,38858,35167,57976,38982,30115,110544,72350,66811,12204,9877,17411,5588,7794,(D),65082,58522,4915
" ""38061""",(D),(D),(D),(D),(D),(D),(D),(D),105652,83821,63518,61429,38222,21043,97353,37313,31499,2899,6697,14989,21832,76844,2960
" ""38063""",9816,29770,(D),(D),14312,(D),(D),(D),(D),25649,(D),(D),51387,37518,31036,42998,60029,69555,52364,56825,55208,127874,105736
" ""38065""",(D),(D),(D),12450,(D),(D),(D),(D),(D),(D),22514,33289,22412,22983,(D),(D),6385,8640,(D),9703,33220,25355,9835
" ""38067""",53151,90895,85281,59695,36333,139340,95258,112860,(D),(D),44435,91551,52975,33450,37143,136052,179929,133252,74779,105420,143009,223343,164020
" ""38069""",4897,1846,21683,9301,9600,1264,20340,45723,36117,(D),(D),(D),45494,(D),(D),(D),25596,(D),(D),(D),86534,110199,80375
" ""38071""",2487,21854,34171,2245,14293,2847,58418,92417,36440,34345,43275,117864,130137,92822,41568,63321,45162,91992,39621,77582,76909,194559,164095
" ""38073""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),34821,20577,57669,52738,50028,79302,52812,84229,139921,175051
" ""38075""",6473,4519,36869,676,18461,2548,49303,(D),85426,23790,63230,92776,154393,81814,71376,77715,57007,140563,85933,68876,60337,171267,129162
" ""38077""",36133,98859,77670,89928,60539,111195,94344,79261,4440,96794,115814,242219,97691,17166,59481,114094,39195,63913,68315,20337,172266,200442,341054
" ""38079""",5548,(D),(D),(D),(D),(D),29819,(D),50304,(D),37934,48275,63815,33170,42557,(D),(D),(D),(D),(D),49959,99203,85284
" ""38081""",35297,50427,27232,74482,51402,53421,(D),74122,46620,83756,(D),(D),(D),68967,1754,90120,66340,50944,(D),(D),111620,170376,224994
" ""38083""",4273,2892,16450,19799,11701,432,20029,(D),29695,42039,56540,38252,(D),2853,(D),(D),(D),(D),(D),(D),66139,96928,58723
" ""38085""",(D),(D),(D),(D),11174,2278,8882,1164,210,7972,20976,(D),20854,(D),33539,31459,(D),16865,7516,20167,13212,33707,26568
